,Fighter,W/L,Date,Method,Round,Time,Method Code,Total Fight Time (Sec),KD,Sig. Str. Landed,Sig. Str. Attempted,Sig. Str. %,Total Str. Landed,Total Str. Attempted,Total Str. %,TD Landed,TD Attempted,TD %,Sub. Attempted,Sub. Successful,Sub. %,Ctrl Time (Sec),Opp. KD,Opp. Sig. Str. Landed,Opp. Sig. Str. Attempted,Opp. Sig. Str. %,Opp. Total Str. Landed,Opp. Total Str. Attempted,Opp. Total Str. %,Opp. TD Landed,Opp. TD Attempted,Opp. TD %,Opp. Sub. Attempted,Opp. Sub. Successful,Opp. Sub. %,Opp. Ctrl Time (Sec),Opp. Fighter,Opp. Fighter Code,Target
82,Kevin Aguilar,loss,2020-02-22,KO/TKO,1.0,3:21,3,201,0.0,9.0,28.0,0.32,9.0,28.0,0.32,0.0,0.0,N/A,0.0,0.0,N/A,0.0,2.0,28.0,36.0,0.77,28.0,37.0,0.76,0.0,0.0,N/A,0.0,0.0,N/A,9.0,Zubaira Tukhugov,606,1
83,Kevin Aguilar,loss,2019-06-22,U-DEC,3.0,5:00,8,1200,0.0,33.0,104.0,0.31,65.0,136.0,0.48,1.0,1.0,1.0,0.0,0.0,N/A,139.0,1.0,71.0,125.0,0.56,92.0,146.0,0.63,1.0,4.0,0.25,0.0,0.0,N/A,247.0,Dan Ige,139,1
84,Kevin Aguilar,win,2019-03-30,U-DEC,3.0,5:00,8,1200,0.0,58.0,243.0,0.23,58.0,243.0,0.24,0.0,0.0,N/A,0.0,0.0,N/A,0.0,0.0,52.0,126.0,0.41,53.0,127.0,0.42,0.0,8.0,0.0,0.0,0.0,N/A,30.0,Enrique Barzola,183,3
85,Kevin Aguilar,win,2018-11-30,U-DEC,3.0,5:00,8,1200,1.0,86.0,168.0,0.51,103.0,186.0,0.55,0.0,1.0,0.0,0.0,0.0,N/A,127.0,0.0,74.0,187.0,0.39,77.0,190.0,0.41,0.0,4.0,0.0,0.0,0.0,N/A,27.0,Ricky Glenn,481,3
86,Kevin Aguilar,win,2018-07-10,S-DEC,3.0,5:00,6,1200,1.0,50.0,102.0,0.49,75.0,130.0,0.58,0.0,0.0,N/A,0.0,0.0,N/A,N/A,0.0,56.0,113.0,0.49,78.0,135.0,0.58,2.0,7.0,0.28,0.0,0.0,N/A,N/A,Joey Gomez,287,3
87,Omari Akhmedov,loss,2021-07-10,S-DEC,3.0,5:00,6,1200,0.0,48.0,166.0,0.28,50.0,168.0,0.3,2.0,9.0,0.22,0.0,0.0,N/A,102.0,1.0,84.0,150.0,0.56,88.0,155.0,0.57,0.0,0.0,N/A,0.0,0.0,N/A,9.0,Brad Tavares,70,1
88,Omari Akhmedov,win,2021-01-20,SUB,2.0,1:41,7,701,0.0,25.0,38.0,0.65,73.0,91.0,0.8,2.0,5.0,0.4,1.0,1.0,1.0,274.0,0.0,1.0,4.0,0.25,6.0,12.0,0.5,0.0,1.0,0.0,3.0,0.0,0,60.0,Tom Breese,566,3
89,Omari Akhmedov,loss,2020-08-08,U-DEC,3.0,5:00,8,1200,0.0,33.0,91.0,0.36,60.0,118.0,0.51,4.0,8.0,0.5,0.0,0.0,N/A,94.0,0.0,29.0,56.0,0.51,67.0,98.0,0.68,5.0,16.0,0.31,0.0,0.0,N/A,497.0,Chris Weidman,114,1
90,Omari Akhmedov,win,2019-12-14,U-DEC,3.0,5:00,8,1200,0.0,55.0,166.0,0.33,69.0,180.0,0.38,2.0,4.0,0.5,0.0,0.0,N/A,93.0,0.0,53.0,103.0,0.51,70.0,121.0,0.58,3.0,10.0,0.3,0.0,0.0,N/A,150.0,Ian Heinisch,231,3
91,Omari Akhmedov,win,2019-09-07,U-DEC,3.0,5:00,8,1200,0.0,26.0,77.0,0.33,47.0,106.0,0.44,2.0,3.0,0.66,0.0,0.0,N/A,219.0,0.0,17.0,69.0,0.24,24.0,76.0,0.32,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Zak Cummings,602,3
92,Omari Akhmedov,win,2019-03-09,U-DEC,3.0,5:00,8,1200,0.0,52.0,135.0,0.38,58.0,141.0,0.41,0.0,2.0,0.0,0.0,0.0,N/A,194.0,0.0,41.0,97.0,0.42,64.0,121.0,0.53,0.0,2.0,0.0,0.0,0.0,N/A,2.0,Tim Boetsch,556,3
93,Omari Akhmedov,draw,2017-12-30,M-DEC,3.0,5:00,4,1200,0.0,51.0,174.0,0.29,55.0,178.0,0.31,0.0,2.0,0.0,0.0,0.0,N/A,92.0,0.0,66.0,161.0,0.4,85.0,181.0,0.47,0.0,1.0,0.0,2.0,0.0,0,124.0,Marvin Vettori,392,0
94,Omari Akhmedov,win,2017-05-28,S-DEC,3.0,5:00,6,1200,0.0,52.0,153.0,0.33,99.0,213.0,0.46,6.0,9.0,0.66,0.0,0.0,N/A,340.0,0.0,43.0,99.0,0.43,44.0,102.0,0.43,0.0,0.0,N/A,0.0,0.0,N/A,1.0,Abdul Razak Alhassan,2,3
95,Omari Akhmedov,win,2016-11-26,U-DEC,3.0,5:00,8,1200,0.0,23.0,74.0,0.31,57.0,113.0,0.5,3.0,4.0,0.75,0.0,0.0,N/A,387.0,0.0,16.0,51.0,0.31,44.0,81.0,0.54,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Kyle Noke,349,3
96,Omari Akhmedov,loss,2016-04-16,KO/TKO,3.0,3:03,3,1083,0.0,36.0,105.0,0.34,57.0,129.0,0.44,3.0,7.0,0.42,1.0,0.0,0,79.0,0.0,72.0,146.0,0.49,78.0,152.0,0.51,0.0,3.0,0.0,1.0,0.0,0,171.0,Elizeu Zaleski dos Santos,182,1
97,Omari Akhmedov,loss,2015-12-10,KO/TKO,3.0,2:18,3,1038,1.0,35.0,117.0,0.29,38.0,120.0,0.32,1.0,1.0,1.0,0.0,0.0,N/A,51.0,1.0,21.0,69.0,0.3,22.0,70.0,0.31,0.0,2.0,0.0,0.0,0.0,N/A,2.0,Sergio Moraes,516,1
98,Omari Akhmedov,win,2015-06-06,KO/TKO,1.0,5:00,3,300,0.0,15.0,40.0,0.37,16.0,41.0,0.39,0.0,0.0,N/A,0.0,0.0,N/A,0.0,0.0,2.0,13.0,0.15,3.0,14.0,0.21,0.0,1.0,0.0,0.0,0.0,N/A,0.0,Brian Ebersole,77,3
99,Omari Akhmedov,win,2015-01-03,U-DEC,3.0,5:00,8,1200,0.0,64.0,184.0,0.34,93.0,219.0,0.42,5.0,9.0,0.55,0.0,0.0,N/A,281.0,0.0,33.0,92.0,0.35,55.0,115.0,0.48,5.0,6.0,0.83,3.0,0.0,0,176.0,Mats Nilsson,397,3
100,Omari Akhmedov,loss,2014-03-08,SUB,1.0,4:36,7,276,0.0,6.0,16.0,0.37,8.0,18.0,0.44,0.0,0.0,N/A,0.0,0.0,N/A,2.0,0.0,16.0,20.0,0.8,25.0,32.0,0.78,1.0,1.0,1.0,1.0,1.0,1.0,185.0,Gunnar Nelson,215,1
101,Omari Akhmedov,win,2013-11-09,KO/TKO,1.0,3:31,3,211,1.0,14.0,20.0,0.7,22.0,30.0,0.73,1.0,5.0,0.2,1.0,0.0,0,127.0,1.0,18.0,28.0,0.64,22.0,36.0,0.61,1.0,1.0,1.0,0.0,0.0,N/A,46.0,Thiago Perpetuo,551,3
102,Yoshihiro Akiyama,loss,2015-11-28,S-DEC,3.0,5:00,6,1200,0.0,78.0,142.0,0.54,92.0,163.0,0.56,0.0,1.0,0.0,0.0,0.0,N/A,83.0,1.0,69.0,153.0,0.45,84.0,180.0,0.47,2.0,15.0,0.13,0.0,0.0,N/A,37.0,Alberto Mina,13,1
103,Yoshihiro Akiyama,win,2014-09-20,U-DEC,3.0,5:00,8,1200,0.0,57.0,119.0,0.47,94.0,165.0,0.57,2.0,5.0,0.4,0.0,0.0,N/A,475.0,0.0,42.0,101.0,0.41,63.0,124.0,0.51,0.0,0.0,N/A,0.0,0.0,N/A,12.0,Amir Sadollah,36,3
104,Yoshihiro Akiyama,loss,2012-02-25,U-DEC,3.0,5:00,8,1200,0.0,33.0,97.0,0.34,52.0,118.0,0.44,2.0,4.0,0.5,0.0,0.0,N/A,68.0,0.0,91.0,201.0,0.45,119.0,232.0,0.51,2.0,14.0,0.14,0.0,0.0,N/A,223.0,Jake Shields,249,1
105,Yoshihiro Akiyama,loss,2011-08-06,KO/TKO,1.0,1:52,3,112,0.0,1.0,9.0,0.11,1.0,9.0,0.11,0.0,0.0,N/A,0.0,0.0,N/A,0.0,2.0,12.0,25.0,0.48,12.0,25.0,0.48,0.0,0.0,N/A,0.0,0.0,N/A,9.0,Vitor Belfort,584,1
106,Yoshihiro Akiyama,loss,2010-10-16,U-DEC,3.0,5:00,8,1200,0.0,50.0,177.0,0.28,50.0,177.0,0.28,0.0,1.0,0.0,0.0,0.0,N/A,0.0,0.0,118.0,267.0,0.44,119.0,268.0,0.44,0.0,5.0,0.0,0.0,0.0,N/A,2.0,Michael Bisping,414,1
107,Yoshihiro Akiyama,loss,2010-07-03,SUB,3.0,4:40,7,1180,0.0,27.0,68.0,0.39,62.0,111.0,0.56,5.0,5.0,1.0,1.0,0.0,0,513.0,0.0,46.0,105.0,0.43,162.0,231.0,0.7,0.0,0.0,N/A,4.0,1.0,0.25,23.0,Chris Leben,111,1
108,Yoshihiro Akiyama,win,2009-07-11,S-DEC,3.0,5:00,6,1200,0.0,55.0,156.0,0.35,70.0,173.0,0.4,3.0,4.0,0.75,0.0,0.0,N/A,191.0,1.0,76.0,156.0,0.48,76.0,156.0,0.49,0.0,0.0,N/A,0.0,0.0,N/A,44.0,Alan Belcher,7,3
109,Yoshihiro Akiyama,win,2008-09-23,SUB,1.0,6:26,7,386,0.0,7.0,11.0,0.63,40.0,47.0,0.85,2.0,2.0,1.0,1.0,1.0,1.0,N/A,0.0,1.0,17.0,0.05,1.0,17.0,0.06,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Masanori Tonooka,395,3
110,Yoshihiro Akiyama,win,2008-07-21,SUB,1.0,6:34,7,394,0.0,8.0,17.0,0.47,12.0,21.0,0.57,1.0,1.0,1.0,1.0,1.0,1.0,N/A,0.0,10.0,33.0,0.3,10.0,33.0,0.3,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Katsuyori Shibata,326,3
111,Yoshihiro Akiyama,nc,2007-12-31,Overturned,1.0,7:48,5,468,1.0,31.0,70.0,0.44,36.0,76.0,0.47,0.0,0.0,N/A,0.0,0.0,N/A,N/A,1.0,33.0,77.0,0.42,33.0,77.0,0.43,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Kazuo Misaki,327,2
112,Yoshihiro Akiyama,win,2007-10-28,KO/TKO,1.0,4:45,3,285,1.0,7.0,24.0,0.29,7.0,24.0,0.29,0.0,0.0,N/A,0.0,0.0,N/A,N/A,0.0,13.0,40.0,0.32,13.0,40.0,0.33,0.0,1.0,0.0,0.0,0.0,N/A,N/A,Denis Kang,159,3
113,Yoshihiro Akiyama,nc,2006-12-31,Overturned,1.0,5:37,5,337,0.0,30.0,54.0,0.55,72.0,116.0,0.62,0.0,0.0,N/A,0.0,0.0,N/A,N/A,0.0,6.0,26.0,0.23,6.0,26.0,0.23,0.0,3.0,0.0,0.0,0.0,N/A,N/A,Kazushi Sakuraba,328,2
114,Yoshihiro Akiyama,win,2006-10-09,SUB,1.0,1:58,7,118,0.0,2.0,7.0,0.28,3.0,8.0,0.38,0.0,1.0,0.0,2.0,1.0,0.5,N/A,0.0,7.0,14.0,0.5,7.0,14.0,0.5,0.0,3.0,0.0,0.0,0.0,N/A,N/A,Melvin Manhoef,412,3
115,Yoshihiro Akiyama,win,2006-10-09,SUB,1.0,1:58,7,118,1.0,11.0,20.0,0.55,11.0,20.0,0.55,0.0,0.0,N/A,0.0,0.0,N/A,N/A,0.0,3.0,19.0,0.15,3.0,19.0,0.16,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Kestutis Smirnovas,335,3
116,Yoshihiro Akiyama,win,2006-10-09,KO/TKO,1.0,3:01,3,181,0.0,2.0,7.0,0.28,3.0,8.0,0.38,0.0,1.0,0.0,2.0,1.0,0.5,N/A,0.0,7.0,14.0,0.5,7.0,14.0,0.5,0.0,3.0,0.0,0.0,0.0,N/A,N/A,Melvin Manhoef,412,3
117,Yoshihiro Akiyama,win,2006-10-09,KO/TKO,1.0,3:01,3,181,1.0,11.0,20.0,0.55,11.0,20.0,0.55,0.0,0.0,N/A,0.0,0.0,N/A,N/A,0.0,3.0,19.0,0.15,3.0,19.0,0.16,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Kestutis Smirnovas,335,3
118,Yoshihiro Akiyama,win,2006-08-05,SUB,1.0,2:01,7,121,0.0,3.0,3.0,1.0,5.0,5.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,N/A,0.0,5.0,8.0,0.62,5.0,8.0,0.62,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Taiei Kin,541,3
119,Yoshihiro Akiyama,win,2006-05-03,KO/TKO,1.0,2:25,3,145,1.0,11.0,41.0,0.26,11.0,41.0,0.27,0.0,0.0,N/A,0.0,0.0,N/A,N/A,0.0,1.0,9.0,0.11,1.0,9.0,0.11,0.0,4.0,0.0,0.0,0.0,N/A,N/A,Katsuhiko Nagata,324,3
120,Yoshihiro Akiyama,win,2006-03-15,SUB,2.0,1:41,7,701,0.0,19.0,40.0,0.47,28.0,50.0,0.56,1.0,1.0,1.0,1.0,1.0,1.0,N/A,0.0,5.0,18.0,0.27,10.0,23.0,0.43,0.0,9.0,0.0,0.0,0.0,N/A,N/A,Tokimitsu Ishizawa,564,3
121,Yoshihiro Akiyama,win,2005-11-05,KO/TKO,1.0,3:31,3,211,0.0,15.0,23.0,0.65,21.0,31.0,0.68,1.0,1.0,1.0,0.0,0.0,N/A,N/A,0.0,0.0,2.0,0.0,1.0,3.0,0.33,0.0,0.0,N/A,1.0,0.0,0,N/A,Masakatsu Okuda,394,3
122,Yoshihiro Akiyama,win,2005-10-12,KO/TKO,1.0,2:47,3,167,0.0,18.0,33.0,0.54,20.0,36.0,0.56,1.0,1.0,1.0,0.0,0.0,N/A,N/A,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Michael Lerma,415,3
123,Yoshihiro Akiyama,win,2005-07-06,SUB,1.0,0:59,7,59,0.0,0.0,0.0,N/A,0.0,0.0,N/A,1.0,1.0,1.0,1.0,1.0,1.0,N/A,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Carl Toomey,90,3
124,Yoshihiro Akiyama,loss,2005-03-26,KO/TKO,1.0,2:24,3,144,0.0,1.0,2.0,0.5,1.0,3.0,0.33,2.0,3.0,0.66,1.0,0.0,0,N/A,1.0,6.0,12.0,0.5,14.0,21.0,0.67,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Jerome LeBanner,266,1
125,Yoshihiro Akiyama,win,2004-12-31,SUB,1.0,1:54,7,114,0.0,2.0,9.0,0.22,5.0,16.0,0.31,1.0,1.0,1.0,1.0,1.0,1.0,N/A,0.0,0.0,1.0,0.0,3.0,4.0,0.75,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Francois Botha,199,3
126,Alatengheili,loss,2023-10-14,U-DEC,3.0,5:00,8,1200,0.0,38.0,133.0,0.28,39.0,134.0,0.29,2.0,4.0,0.5,0.0,0.0,N/A,51.0,0.0,110.0,197.0,0.55,115.0,203.0,0.57,0.0,0.0,N/A,0.0,0.0,N/A,8.0,Chris Gutierrez,110,1
127,Alatengheili,win,2022-09-10,U-DEC,3.0,5:00,8,1200,0.0,49.0,131.0,0.37,60.0,148.0,0.41,2.0,2.0,1.0,0.0,0.0,N/A,83.0,0.0,39.0,143.0,0.27,56.0,163.0,0.34,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Chad Anheliger,98,3
128,Alatengheili,win,2022-04-16,KO/TKO,1.0,0:47,3,47,1.0,9.0,17.0,0.52,9.0,17.0,0.53,0.0,0.0,N/A,0.0,0.0,N/A,1.0,0.0,2.0,12.0,0.16,2.0,12.0,0.17,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Kevin Croom,338,3
129,Alatengheili,draw,2021-09-18,U-DEC,3.0,5:00,8,1200,0.0,36.0,118.0,0.3,37.0,120.0,0.31,0.0,1.0,0.0,0.0,0.0,N/A,6.0,0.0,44.0,115.0,0.38,47.0,119.0,0.39,3.0,8.0,0.37,1.0,0.0,0,123.0,Gustavo Lopez,216,0
130,Alatengheili,loss,2020-10-03,U-DEC,3.0,5:00,8,1200,0.0,46.0,171.0,0.26,46.0,171.0,0.27,0.0,0.0,N/A,0.0,0.0,N/A,0.0,0.0,109.0,263.0,0.41,109.0,263.0,0.41,0.0,1.0,0.0,0.0,0.0,N/A,0.0,Casey Kenney,95,1
131,Alatengheili,win,2019-12-21,S-DEC,3.0,5:00,6,1200,0.0,47.0,131.0,0.35,72.0,160.0,0.45,4.0,13.0,0.3,0.0,0.0,N/A,200.0,0.0,68.0,128.0,0.53,84.0,145.0,0.58,0.0,1.0,0.0,0.0,0.0,N/A,0.0,Ryan Benoit,497,3
132,Alatengheili,win,2019-08-31,U-DEC,3.0,5:00,8,1200,0.0,36.0,89.0,0.4,63.0,133.0,0.47,3.0,7.0,0.42,0.0,0.0,N/A,171.0,0.0,85.0,230.0,0.36,119.0,269.0,0.44,0.0,1.0,0.0,0.0,0.0,N/A,6.0,Batgerel Danaa,64,3
133,Amir Albazi,win,2023-06-03,S-DEC,5.0,5:00,6,1800,0.0,43.0,145.0,0.29,64.0,173.0,0.37,1.0,9.0,0.11,1.0,0.0,0.0,370.0,0.0,99.0,283.0,0.34,133.0,323.0,0.41,2.0,2.0,1.0,0.0,0.0,N/A,58.0,Kai Kara-France,316,3
134,Amir Albazi,win,2022-12-17,KO/TKO,3.0,2:13,3,1033,2.0,37.0,81.0,0.45,62.0,110.0,0.56,1.0,4.0,0.25,0.0,0.0,N/A,354.0,0.0,17.0,71.0,0.23,38.0,107.0,0.36,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Alessandro Costa,18,3
135,Amir Albazi,win,2022-08-20,SUB,1.0,4:34,7,274,0.0,12.0,18.0,0.66,23.0,29.0,0.79,2.0,4.0,0.5,1.0,1.0,1.0,156.0,0.0,11.0,15.0,0.73,14.0,18.0,0.78,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Francisco Figueiredo,198,3
136,Amir Albazi,win,2021-01-23,U-DEC,3.0,5:00,8,1200,0.0,68.0,169.0,0.4,94.0,200.0,0.47,2.0,3.0,0.66,0.0,0.0,N/A,218.0,0.0,59.0,132.0,0.44,74.0,150.0,0.49,1.0,3.0,0.33,0.0,0.0,N/A,27.0,Zhalgas Zhumagulov,604,3
137,Amir Albazi,win,2020-07-18,SUB,1.0,4:42,7,282,0.0,12.0,28.0,0.42,28.0,46.0,0.61,1.0,1.0,1.0,1.0,1.0,1.0,141.0,0.0,3.0,16.0,0.18,5.0,18.0,0.28,0.0,0.0,N/A,0.0,0.0,N/A,22.0,Malcolm Gordon,373,3
138,John Albert,loss,2013-07-27,SUB,2.0,2:49,7,769,0.0,4.0,12.0,0.33,9.0,17.0,0.53,0.0,0.0,N/A,3.0,0.0,0.0,82.0,0.0,4.0,7.0,0.57,29.0,33.0,0.88,1.0,2.0,0.5,4.0,1.0,0.25,341.0,Yaotzin Meza,597,1
139,John Albert,loss,2012-12-08,SUB,1.0,4:59,7,299,0.0,5.0,10.0,0.5,10.0,15.0,0.67,0.0,0.0,N/A,1.0,0.0,0.0,13.0,0.0,12.0,18.0,0.66,16.0,22.0,0.73,0.0,1.0,0.0,1.0,1.0,1.0,268.0,Scott Jorgensen,508,1
140,John Albert,loss,2012-06-01,SUB,1.0,4:18,7,258,0.0,6.0,24.0,0.25,25.0,44.0,0.57,0.0,3.0,0.0,2.0,0.0,0.0,52.0,0.0,18.0,26.0,0.69,59.0,81.0,0.73,0.0,0.0,N/A,1.0,1.0,1.0,154.0,Erik Perez,187,1
141,John Albert,loss,2012-02-15,SUB,1.0,3:45,7,225,0.0,31.0,55.0,0.56,37.0,64.0,0.58,0.0,0.0,N/A,3.0,0.0,0.0,13.0,0.0,25.0,35.0,0.71,33.0,44.0,0.75,1.0,1.0,1.0,2.0,1.0,0.5,129.0,Ivan Menjivar,239,1
142,John Albert,win,2011-12-03,KO/TKO,1.0,1:09,3,69,1.0,21.0,34.0,0.61,36.0,49.0,0.73,0.0,0.0,N/A,0.0,0.0,N/A,47.0,0.0,3.0,10.0,0.3,3.0,10.0,0.3,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Dustin Pague,174,3
143,Junior Albini,loss,2019-06-29,KO/TKO,1.0,3:38,3,218,0.0,19.0,44.0,0.43,22.0,47.0,0.47,0.0,0.0,N/A,0.0,0.0,N/A,31.0,2.0,37.0,83.0,0.44,39.0,85.0,0.46,0.0,0.0,N/A,0.0,0.0,N/A,36.0,Maurice Greene,404,1
144,Junior Albini,loss,2019-02-02,KO/TKO,2.0,0:54,3,654,0.0,18.0,27.0,0.66,26.0,35.0,0.74,2.0,6.0,0.33,0.0,0.0,N/A,187.0,1.0,19.0,27.0,0.7,26.0,34.0,0.76,0.0,0.0,N/A,0.0,0.0,N/A,14.0,Jairzinho Rozenstruik,244,1
145,Junior Albini,loss,2018-05-12,SUB,1.0,1:45,7,105,0.0,10.0,15.0,0.66,10.0,15.0,0.67,1.0,1.0,1.0,0.0,0.0,N/A,12.0,0.0,10.0,17.0,0.58,10.0,17.0,0.59,0.0,3.0,0.0,1.0,1.0,1.0,15.0,Aleksei Oleinik,17,1
146,Junior Albini,loss,2017-11-11,U-DEC,3.0,5:00,8,1200,0.0,48.0,106.0,0.45,74.0,133.0,0.56,0.0,1.0,0.0,0.0,0.0,N/A,217.0,0.0,92.0,203.0,0.45,106.0,217.0,0.49,0.0,1.0,0.0,0.0,0.0,N/A,2.0,Andrei Arlovski,44,1
147,Junior Albini,win,2017-07-22,KO/TKO,1.0,2:51,3,171,1.0,21.0,35.0,0.6,28.0,42.0,0.67,0.0,0.0,N/A,0.0,0.0,N/A,1.0,0.0,19.0,41.0,0.46,25.0,50.0,0.5,0.0,0.0,N/A,0.0,0.0,N/A,81.0,Timothy Johnson,562,3
148,Iuri Alcantara,loss,2018-08-25,KO/TKO,2.0,1:01,3,661,0.0,9.0,24.0,0.37,13.0,29.0,0.45,1.0,1.0,1.0,2.0,0.0,0.0,73.0,0.0,66.0,113.0,0.58,104.0,159.0,0.65,0.0,0.0,N/A,0.0,0.0,N/A,251.0,Cory Sandhagen,127,1
149,Iuri Alcantara,win,2018-02-03,KO/TKO,1.0,1:06,3,66,1.0,17.0,30.0,0.56,17.0,30.0,0.57,0.0,0.0,N/A,0.0,0.0,N/A,6.0,0.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,N/A,0.0,Joe Soto,286,3
150,Iuri Alcantara,loss,2017-12-09,U-DEC,3.0,5:00,8,1200,0.0,38.0,99.0,0.38,39.0,100.0,0.39,0.0,3.0,0.0,0.0,0.0,N/A,9.0,0.0,35.0,97.0,0.36,38.0,100.0,0.38,0.0,3.0,0.0,0.0,0.0,N/A,55.0,Alejandro Perez,15,1
151,Iuri Alcantara,loss,2017-06-03,SUB,1.0,1:48,7,108,0.0,12.0,28.0,0.42,12.0,29.0,0.41,1.0,1.0,1.0,0.0,0.0,N/A,7.0,0.0,4.0,15.0,0.26,4.0,15.0,0.27,0.0,0.0,N/A,1.0,1.0,1.0,0.0,Brian Kelleher,79,1
152,Iuri Alcantara,win,2017-03-04,SUB,2.0,3:13,7,793,0.0,23.0,75.0,0.3,27.0,79.0,0.34,1.0,2.0,0.5,1.0,1.0,1.0,6.0,0.0,94.0,134.0,0.7,134.0,182.0,0.74,1.0,2.0,0.5,0.0,0.0,N/A,218.0,Luke Sanders,365,3
153,Iuri Alcantara,win,2016-10-08,SUB,1.0,1:59,7,119,1.0,26.0,39.0,0.66,26.0,39.0,0.67,0.0,0.0,N/A,2.0,1.0,0.5,29.0,0.0,1.0,3.0,0.33,1.0,3.0,0.33,0.0,0.0,N/A,0.0,0.0,N/A,11.0,Brad Pickett,68,3
154,Iuri Alcantara,loss,2016-01-30,U-DEC,3.0,5:00,8,1200,0.0,41.0,106.0,0.38,43.0,108.0,0.4,0.0,0.0,N/A,0.0,0.0,N/A,1.0,0.0,45.0,102.0,0.44,64.0,124.0,0.52,3.0,6.0,0.5,0.0,0.0,N/A,132.0,Jimmie Rivera,274,1
155,Iuri Alcantara,win,2015-08-01,U-DEC,3.0,5:00,8,1200,0.0,53.0,101.0,0.52,65.0,114.0,0.57,0.0,0.0,N/A,0.0,0.0,N/A,131.0,0.0,26.0,55.0,0.47,37.0,70.0,0.53,1.0,10.0,0.1,0.0,0.0,N/A,326.0,Leandro Issa,355,3
156,Iuri Alcantara,loss,2015-02-22,U-DEC,3.0,5:00,8,1200,0.0,31.0,59.0,0.52,49.0,77.0,0.64,2.0,4.0,0.5,0.0,0.0,N/A,62.0,0.0,44.0,95.0,0.46,122.0,184.0,0.66,3.0,4.0,0.75,0.0,0.0,N/A,420.0,Frankie Saenz,202,1
157,Iuri Alcantara,win,2014-09-13,U-DEC,3.0,5:00,8,1200,0.0,27.0,52.0,0.51,59.0,88.0,0.67,2.0,4.0,0.5,0.0,0.0,N/A,130.0,0.0,14.0,41.0,0.34,98.0,139.0,0.71,6.0,12.0,0.5,0.0,0.0,N/A,518.0,Russell Doane,496,3
158,Iuri Alcantara,win,2014-05-31,KO/TKO,1.0,0:25,3,25,1.0,5.0,10.0,0.5,5.0,10.0,0.5,0.0,0.0,N/A,0.0,0.0,N/A,3.0,0.0,4.0,4.0,1.0,4.0,4.0,1.0,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Vaughan Lee,579,3
159,Iuri Alcantara,win,2014-02-15,S-DEC,3.0,5:00,6,1200,1.0,42.0,76.0,0.55,84.0,128.0,0.66,2.0,3.0,0.66,0.0,0.0,N/A,222.0,0.0,23.0,61.0,0.37,66.0,110.0,0.6,3.0,7.0,0.42,0.0,0.0,N/A,406.0,Wilson Reis,594,3
160,Iuri Alcantara,loss,2013-08-17,U-DEC,3.0,5:00,8,1200,0.0,8.0,23.0,0.34,25.0,43.0,0.58,1.0,1.0,1.0,1.0,0.0,0,152.0,0.0,54.0,79.0,0.68,127.0,155.0,0.82,4.0,5.0,0.8,0.0,0.0,N/A,608.0,Urijah Faber,575,1
161,Iuri Alcantara,win,2013-05-18,KO/TKO,1.0,2:31,3,151,0.0,19.0,37.0,0.51,23.0,41.0,0.56,0.0,0.0,N/A,0.0,0.0,N/A,5.0,0.0,3.0,10.0,0.3,4.0,11.0,0.36,0.0,2.0,0.0,0.0,0.0,N/A,25.0,Iliarde Santos,234,3
162,Iuri Alcantara,nc,2013-01-19,CNC,1.0,2:11,0,131,0.0,20.0,31.0,0.64,26.0,38.0,0.68,1.0,1.0,1.0,1.0,0.0,0,67.0,0.0,3.0,10.0,0.3,3.0,10.0,0.3,0.0,1.0,0.0,0.0,0.0,N/A,3.0,Pedro Nobre,459,2
163,Iuri Alcantara,loss,2012-06-23,U-DEC,3.0,5:00,8,1200,0.0,19.0,50.0,0.38,36.0,71.0,0.51,0.0,1.0,0.0,1.0,0.0,0,67.0,0.0,19.0,44.0,0.43,108.0,144.0,0.75,5.0,10.0,0.5,0.0,0.0,N/A,541.0,Hacran Dias,218,1
