,Fighter,W/L,Event,Method,Round,Time,Total Fight Time (Sec),KD,Sig. Str. Landed,Sig. Str. Attempted,Sig. Str. %,Total Str. Landed,Total Str. Attempted,Total Str. %,TD Landed,TD Attempted,TD %,Sub. Attempted,Sub. Successful,Sub. %,Ctrl Time (Sec),Opp. KD,Opp. Sig. Str. Landed,Opp. Sig. Str. Attempted,Opp. Sig. Str. %,Opp. Total Str. Landed,Opp. Total Str. Attempted,Opp. Total Str. %,Opp. TD Landed,Opp. TD Attempted,Opp. TD %,Opp. Sub. Attempted,Opp. Sub. Successful,Opp. Sub. %,Opp. Ctrl Time (Sec)
8,Jose Aldo,win,"UFC Fight Night: Alvarez vs. Poirier 2  Jul. 28, 2018",KO/TKO  Punches,1.0,4:19,259,1.0,29.0,63.0,0.46,29.0,63.0,0.46,0.0,0.0,N/A,0.0,0.0,N/A,24.0,0.0,20.0,60.0,0.33,20.0,60.0,0.33,0.0,0.0,N/A,0.0,0.0,N/A,0.0
9,Jose Aldo,loss,"UFC 218: Holloway vs. Aldo 2  Dec. 02, 2017",KO/TKO  Punches,3.0,4:51,1191,0.0,87.0,163.0,0.53,89.0,165.0,0.54,0.0,1.0,0.0,0.0,0.0,N/A,2.0,0.0,174.0,397.0,0.43,181.0,406.0,0.45,0.0,0.0,N/A,0.0,0.0,N/A,47.0
10,Jose Aldo,loss,"UFC 212: Aldo vs. Holloway  Jun. 03, 2017",KO/TKO  Punches,3.0,4:13,1153,0.0,55.0,113.0,0.48,56.0,115.0,0.49,0.0,0.0,N/A,0.0,0.0,N/A,0.0,1.0,104.0,207.0,0.5,128.0,234.0,0.55,0.0,0.0,N/A,0.0,0.0,N/A,124.0
11,Jose Aldo,win,"UFC 200: Tate vs Nunes  Jul. 09, 2016",U-DEC,5.0,5:00,1800,0.0,80.0,192.0,0.41,81.0,193.0,0.42,0.0,0.0,N/A,0.0,0.0,N/A,71.0,0.0,79.0,264.0,0.29,81.0,267.0,0.3,0.0,11.0,0.0,0.0,0.0,N/A,0.0
12,Jose Aldo,loss,"UFC 194: Aldo vs McGregor  Dec. 12, 2015",KO/TKO  Punch,1.0,0:13,13,0.0,1.0,3.0,0.33,1.0,3.0,0.33,0.0,0.0,N/A,0.0,0.0,N/A,0.0,1.0,5.0,6.0,0.83,5.0,6.0,0.83,0.0,0.0,N/A,0.0,0.0,N/A,2.0
13,Jose Aldo,win,"UFC 179: Aldo vs Mendes 2  Oct. 25, 2014",U-DEC,5.0,5:00,1800,1.0,102.0,269.0,0.37,122.0,289.0,0.42,0.0,0.0,N/A,0.0,0.0,N/A,67.0,0.0,77.0,194.0,0.39,85.0,203.0,0.42,1.0,8.0,0.12,0.0,0.0,N/A,129.0
14,Jose Aldo,win,"UFC 169: Barao vs Faber 2  Feb. 01, 2014",U-DEC,5.0,5:00,1800,0.0,62.0,119.0,0.52,85.0,143.0,0.59,2.0,2.0,1.0,2.0,0.0,0,311.0,0.0,41.0,146.0,0.28,63.0,170.0,0.37,1.0,6.0,0.16,0.0,0.0,N/A,246.0
15,Jose Aldo,win,"UFC 163: Aldo vs Jung  Aug. 03, 2013",KO/TKO  Punches,4.0,2:00,1320,0.0,32.0,87.0,0.36,43.0,99.0,0.43,5.0,6.0,0.83,0.0,0.0,N/A,300.0,0.0,17.0,117.0,0.14,42.0,145.0,0.29,0.0,0.0,N/A,0.0,0.0,N/A,3.0
16,Jose Aldo,win,"UFC 156: Aldo vs Edgar  Feb. 02, 2013",U-DEC,5.0,5:00,1800,0.0,76.0,253.0,0.3,76.0,253.0,0.3,0.0,0.0,N/A,0.0,0.0,N/A,5.0,0.0,60.0,272.0,0.22,63.0,275.0,0.23,2.0,11.0,0.18,0.0,0.0,N/A,57.0
17,Jose Aldo,win,"UFC 142: Aldo vs Mendes  Jan. 14, 2012",KO/TKO  Knee,1.0,4:59,299,1.0,11.0,23.0,0.47,15.0,27.0,0.56,0.0,0.0,N/A,0.0,0.0,N/A,2.0,0.0,13.0,23.0,0.56,18.0,28.0,0.64,0.0,7.0,0.0,0.0,0.0,N/A,55.0
18,Jose Aldo,win,"UFC 136: Edgar vs Maynard 3  Oct. 08, 2011",U-DEC,5.0,5:00,1800,0.0,51.0,115.0,0.44,66.0,131.0,0.5,0.0,0.0,N/A,0.0,0.0,N/A,351.0,0.0,40.0,128.0,0.31,69.0,165.0,0.42,1.0,19.0,0.05,0.0,0.0,N/A,367.0
19,Jose Aldo,win,"UFC 129: St-Pierre vs Shields  Apr. 30, 2011",U-DEC,5.0,5:00,1800,1.0,94.0,215.0,0.43,131.0,258.0,0.51,5.0,9.0,0.55,1.0,0.0,0,553.0,0.0,71.0,181.0,0.39,147.0,274.0,0.54,1.0,2.0,0.5,0.0,0.0,N/A,258.0
20,Jose Aldo,win,"WEC 51: Aldo vs. Gamburyan  Sep. 30, 2010",KO/TKO  Punch,2.0,1:32,692,0.0,25.0,36.0,0.69,28.0,39.0,0.72,0.0,0.0,N/A,0.0,0.0,N/A,6.0,0.0,8.0,30.0,0.26,8.0,30.0,0.27,0.0,3.0,0.0,0.0,0.0,N/A,1.0
21,Jose Aldo,win,"WEC 48: Aldo vs. Faber  Apr. 24, 2010",U-DEC,5.0,5:00,1800,2.0,77.0,103.0,0.74,138.0,165.0,0.84,0.0,0.0,N/A,0.0,0.0,N/A,302.0,0.0,20.0,112.0,0.17,27.0,119.0,0.23,0.0,9.0,0.0,0.0,0.0,N/A,0.0
22,Jose Aldo,win,"WEC 44: Brown vs. Aldo  Nov. 18, 2009",KO/TKO  Punches,2.0,1:20,680,0.0,38.0,73.0,0.52,44.0,79.0,0.56,1.0,1.0,1.0,0.0,0.0,N/A,36.0,0.0,18.0,51.0,0.35,23.0,56.0,0.41,0.0,4.0,0.0,0.0,0.0,N/A,97.0
23,Jose Aldo,win,"WEC 41: Brown vs. Faber 2  Jun. 07, 2009",KO/TKO  Flying Knee,1.0,0:08,8,1.0,2.0,3.0,0.66,2.0,3.0,0.67,0.0,0.0,N/A,0.0,0.0,N/A,3.0,0.0,0.0,0.0,N/A,0.0,0.0,N/A,0.0,0.0,N/A,0.0,0.0,N/A,0.0
24,Jose Aldo,win,"WEC 39: Brown vs. Garcia  Mar. 01, 2009",KO/TKO  Punches,1.0,1:39,99,0.0,16.0,31.0,0.51,16.0,31.0,0.52,0.0,0.0,N/A,0.0,0.0,N/A,0.0,0.0,5.0,18.0,0.27,5.0,18.0,0.28,0.0,0.0,N/A,0.0,0.0,N/A,0.0
25,Jose Aldo,win,"WEC 38: Varner vs. Cerrone  Jan. 25, 2009",KO/TKO  Knee,1.0,4:15,255,1.0,27.0,57.0,0.47,27.0,57.0,0.47,0.0,0.0,N/A,0.0,0.0,N/A,2.0,0.0,13.0,86.0,0.15,13.0,86.0,0.15,0.0,0.0,N/A,0.0,0.0,N/A,0.0
26,Jose Aldo,win,"WEC 36: Faber vs. Brown  Nov. 05, 2008",KO/TKO  Punch,3.0,0:45,945,1.0,43.0,115.0,0.37,51.0,123.0,0.41,0.0,0.0,N/A,0.0,0.0,N/A,22.0,0.0,20.0,87.0,0.22,22.0,91.0,0.24,1.0,3.0,0.33,0.0,0.0,N/A,9.0
27,Jose Aldo,win,"WEC 34: Faber vs. Pulver  Jun. 01, 2008",KO/TKO  Elbows,2.0,3:22,802,0.0,35.0,82.0,0.42,49.0,100.0,0.49,0.0,0.0,N/A,0.0,0.0,N/A,52.0,0.0,5.0,25.0,0.2,5.0,25.0,0.2,0.0,8.0,0.0,0.0,0.0,N/A,21.0
